your_color,opening_name,eco,draw,loss,win,total,win_rate
Black,Queens Gambit Declined Marshall Defense 3.Nc3,D06,0,2,1,3,0.3333333333333333
Black,Queens Gambit Declined Marshall Defense 3.cxd5,D06,0,1,0,1,0.0
Black,Queens Gambit Declined Marshall Defense 3.cxd5 Nxd5 4.Nf3,D06,0,0,1,1,1.0
Black,Queens Gambit Declined Marshall Defense 3.cxd5 Nxd5 4.e4 Nf6,D06,0,1,0,1,0.0
Black,Queens Gambit Declined Marshall Defense 3.cxd5 Nxd5 4.e4 Nf6 5.Nc3,D06,0,1,0,1,0.0
Black,Queens Gambit Declined Modern Knight Defense 5.Nf3,D51,0,1,1,2,0.5
Black,Queens Gambit Declined Modern Miles Variation 6,D53,0,0,1,1,1.0
Black,Queens Gambit Declined Modern Variation 4,D50,0,0,1,1,1.0
Black,Queens Gambit Declined Modern Variation 4,D53,0,3,2,5,0.4
Black,Queens Gambit Declined Neo Orthodox Variation 7.Bh4,D55,0,0,1,1,1.0
Black,Queens Gambit Declined Pseudo Tarrasch Defense,D30,0,2,1,3,0.3333333333333333
Black,Queens Gambit Declined Pseudo Tarrasch Defense 4.e3 Nc6,D30,0,2,0,2,0.0
Black,Queens Gambit Declined Queens Knight Variation 3,D31,0,2,1,3,0.3333333333333333
Black,Queens Gambit Declined Queens Knight Variation 3,D35,0,0,2,2,1.0
Black,Queens Gambit Declined Ragozin Defense,D38,0,0,1,1,1.0
Black,Queens Gambit Declined Ragozin Defense 5.Bg5,D38,0,4,1,5,0.2
Black,Queens Gambit Declined Ragozin Defense 5.a3,D38,0,0,1,1,1.0
Black,Queens Gambit Declined Ragozin Defense 5.a3 Bxc3 6.bxc3 c5 7.e3,D38,0,0,1,1,1.0
Black,Queens Gambit Declined Ragozin Defense 5.cxd5 exd5 6.Bg5,D38,0,0,1,1,1.0
Black,Queens Gambit Declined Ragozin Defense 5.e3,D38,0,0,1,1,1.0
Black,Queens Gambit Declined Semi Slav Defense Accelerated Move Order,D31,0,1,0,1,0.0
Black,Queens Gambit Declined Semi Tarrasch Defense,D50,0,0,1,1,1.0
Black,Queens Gambit Declined Semi Tarrasch Defense 5.cxd5,D50,0,0,1,1,1.0
Black,Queens Gambit Declined Semi Tarrasch Main Line 5,D40,0,1,0,1,0.0
Black,Queens Gambit Declined Semi Tarrasch Pillsbury Primitive Pillsbury Variation,D50,0,0,2,2,1.0
Black,Queens Gambit Declined Semi Tarrasch Pillsbury Variation,D40,0,0,1,1,1.0
Black,Queens Gambit Declined Semi Tarrasch Pillsbury Variation 5,D50,0,2,1,3,0.3333333333333333
Black,Queens Gambit Declined Three Knights Harrwitz Attack 5,D37,0,1,2,3,0.6666666666666666
Black,Queens Gambit Declined Three Knights Semi Tarrasch Defense 5.e3 cxd4,D40,0,0,2,2,1.0
Black,Queens Gambit Declined Three Knights Variation,D37,0,1,0,1,0.0
Black,Queens Gambit Declined Three Knights Variation 4,D37,1,0,0,1,0.0
Black,Queens Gambit Declined Three Knights Vienna Variation 5.e4 Bb4 6.Bxc4 Nxe4,D44,0,1,0,1,0.0
Black,Queens Gambit Declined Traditional Variation 4,D30,0,2,0,2,0.0
Black,Queens Pawn Opening,A40,0,2,1,3,0.3333333333333333
Black,Queens Pawn Opening 1,A40,0,0,1,1,1.0
Black,Queens Pawn Opening 1,A41,0,1,0,1,0.0
Black,Queens Pawn Opening 1,D00,1,20,15,36,0.4166666666666667
Black,Queens Pawn Opening Accelerated London Steinitz Countergambit,D00,0,5,2,7,0.2857142857142857
Black,Queens Pawn Opening Accelerated London Steinitz Countergambit 3.e3 Nc6 4.Nf3,D00,0,1,0,1,0.0
Black,Queens Pawn Opening Accelerated London Steinitz Countergambit 3.e3 Nc6 4.c3,D00,0,2,0,2,0.0
Black,Queens Pawn Opening Accelerated London System,D00,0,5,4,9,0.4444444444444444
Black,Queens Pawn Opening Accelerated London System 2,D00,0,4,3,7,0.42857142857142855
Black,Queens Pawn Opening Benoni Defense 5.Nc3,A43,0,0,1,1,1.0
Black,Queens Pawn Opening Benoni Defense 5.e4,A43,0,1,1,2,0.5
Black,Queens Pawn Opening Blackmar Blackmar Diemer Gambit 3,D00,0,2,1,3,0.3333333333333333
Black,Queens Pawn Opening Blackmar Diemer Lemberger Simple Variation,D00,0,0,1,1,1.0
Black,Queens Pawn Opening Blackmar Diemer Ryder Gambit,D00,0,1,0,1,0.0
Black,Queens Pawn Opening Blackmar Diemer Ryder Tautvaisas Defense,D00,0,1,1,2,0.5
Black,Queens Pawn Opening Chigorin Irish Gambit,D00,0,0,1,1,1.0
Black,Queens Pawn Opening Chigorin Variation,D00,0,1,3,4,0.75
Black,Queens Pawn Opening Chigorin Variation 2,D00,0,11,8,19,0.42105263157894735
Black,Queens Pawn Opening Horwitz Defense,A40,1,8,4,13,0.3076923076923077
Black,Queens Pawn Opening Horwitz Defense 2.Bf4 c5,A40,0,1,1,2,0.5
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5,A40,0,7,11,18,0.6111111111111112
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5 3.c3,A40,0,3,1,4,0.25
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5 3.c4,A40,0,0,2,2,1.0
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5 3.c4 cxd4,A40,0,1,3,4,0.75
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5 3.e3,A40,0,3,2,5,0.4
Black,Queens Pawn Opening Horwitz Defense 2.Nf3 c5 3.g3 cxd4 4.Nxd4,A40,0,1,0,1,0.0
Black,Queens Pawn Opening Horwitz Defense 2.c4 c5,A40,0,6,2,8,0.25
Black,Queens Pawn Opening Horwitz Defense 2.c4 c5 3.d5,A40,1,1,3,5,0.6
Black,Queens Pawn Opening Horwitz Defense 2.c4 c5 3.d5 exd5,A43,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation,D02,0,15,6,21,0.2857142857142857
Black,Queens Pawn Opening Krause Variation 3.c3 Nc6,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Krause Variation 3.c4 cxd4,D02,0,1,2,3,0.6666666666666666
Black,Queens Pawn Opening Krause Variation 3.dxc5,D02,0,2,2,4,0.5
Black,Queens Pawn Opening Krause Variation 3.dxc5 e6,D02,0,4,3,7,0.42857142857142855
Black,Queens Pawn Opening Krause Variation 3.dxc5 e6 4.e4 Bxc5,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3,D02,0,1,3,4,0.75
Black,Queens Pawn Opening Krause Variation 3.e3 Nc6,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3 Nc6 4.c4,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3 Nf6 4.Be2 Nc6,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3 Nf6 4.b3 Nc6 5.Bb2,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3 Nf6 4.c3 Nc6,D02,0,1,2,3,0.6666666666666666
Black,Queens Pawn Opening Krause Variation 3.e3 Nf6 4.dxc5,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Krause Variation 3.e3 Nf6 4.dxc5 e6,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Krause Variation 3.e3 e6 4.c4,D02,0,0,2,2,1.0
Black,Queens Pawn Opening Levitsky Attack,D00,0,5,0,5,0.0
Black,Queens Pawn Opening Levitsky Attack 2,D00,0,3,3,6,0.5
Black,Queens Pawn Opening Mikenas Defense,A40,0,1,3,4,0.75
Black,Queens Pawn Opening Mikenas Defense 2.Nf3,A40,1,1,0,2,0.0
Black,Queens Pawn Opening Mikenas Defense 2.d5,A40,0,0,1,1,1.0
Black,Queens Pawn Opening Mikenas Defense 2.d5 Ne5,A40,0,0,1,1,1.0
Black,Queens Pawn Opening Polish Defense,A40,0,1,1,2,0.5
Black,Queens Pawn Opening Polish Defense 2.Nf3,A40,0,1,0,1,0.0
Black,Queens Pawn Opening Polish Defense 2.Nf3 Bb7,A40,1,0,0,1,0.0
Black,Queens Pawn Opening Stonewall Attack,D00,0,1,0,1,0.0
Black,Queens Pawn Opening Stonewall Attack 3,D00,0,4,1,5,0.2
Black,Queens Pawn Opening Symmetrical Variation 3.c3 e6,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Symmetrical Variation 3.c3 e6 4.Bg5,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Symmetrical Variation 3.c3 e6 4.Bg5 Be7,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Symmetrical Variation 3.c3 g6 4.Bf4 Bg7,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Symmetrical Variation 3.c4 c5,D02,0,2,0,2,0.0
Black,Queens Pawn Opening Torre Attack 3,D03,0,3,1,4,0.25
Black,Queens Pawn Opening Torre Grunfeld Variation,D03,0,0,1,1,1.0
Black,Queens Pawn Opening Zukertort Chigorin Variation,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Bg4 4.e3 e6 5.Nbd2,D02,0,0,1,1,1.0
Black,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3,D02,0,1,0,1,0.0
Black,Queens Pawn Opening Zukertort Variation,D02,0,2,2,4,0.5
Black,Queens Pawn Opening Zukertort Variation 2,D02,1,2,3,6,0.5
Black,Reti Opening 1,A06,0,1,0,1,0.0
Black,Reti Opening Black Mustang Defense 2.g3 e5 3.d3 d5,A04,0,1,0,1,0.0
Black,Reti Opening Kings Indian Attack 2,A05,0,2,2,4,0.5
Black,Reti Opening Kingside Fianchetto Variation 2.c4 Bg7 3.Nc3 Nf6,A04,0,0,1,1,1.0
Black,Reti Opening Nimzo Larsen Variation,A04,0,12,8,20,0.4
Black,Reti Opening Old Indian Attack,A06,0,0,1,1,1.0
Black,Reti Opening Polish Defense 2.e4,A04,0,0,1,1,1.0
Black,Reti Opening Queens Gambit Invitation,A04,0,1,1,2,0.5
Black,Reti Opening Queens Gambit Invitation 2.g3 c5 3.Bg2,A04,0,1,6,7,0.8571428571428571
Black,Reti Opening Queens Gambit Invitation 2.g3 d5 3.Bg2 c5 4.O O,A04,0,0,1,1,1.0
Black,Reti Opening Queenside Fianchetto Variation,A04,0,0,1,1,1.0
Black,Reti Opening Queenside Fianchetto Variation 2.d4 Bb7,A04,0,1,0,1,0.0
Black,Reti Opening Queenside Fianchetto Variation 2.e4,A04,0,2,1,3,0.3333333333333333
Black,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7,A04,0,1,1,2,0.5
Black,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7 3.Nc3,A04,0,0,2,2,1.0
Black,Reti Opening Sicilian Invitation,A04,0,11,9,20,0.45
Black,Reti Opening Sicilian Invitation 2.b3,A04,0,0,1,1,1.0
Black,Reti Opening Sicilian Invitation 2.b3 Nc6 3.Bb2 d5,A04,0,0,1,1,1.0
Black,Reti Opening Sicilian Invitation 2.b3 Nf6 3.Bb2 e6,A04,0,0,1,1,1.0
Black,Reti Opening Sicilian Invitation 2.c3,A04,0,1,2,3,0.6666666666666666
Black,Reti Opening Sicilian Invitation 2.d4 cxd4 3.Nxd4,A04,2,21,19,42,0.4523809523809524
Black,Reti Opening Sicilian Invitation 2.d4 cxd4 3.Nxd4 d5,A04,0,0,1,1,1.0
Black,Reti Opening Sicilian Invitation 2.e3,A04,0,1,4,5,0.8
Black,Richter Veresov Attack Classical Defense 4,D00,0,0,1,1,1.0
Black,Saragossa Opening,A00,0,4,6,10,0.6
Black,Saragossa Opening 1,A00,0,0,1,1,1.0
Black,Scandinavian Defense,B01,0,4,0,4,0.0
Black,Scandinavian Defense Closed 2,B01,0,0,1,1,1.0
Black,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.Bc4 Nf6 5.Nf3,B01,0,1,0,1,0.0
Black,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.d4,B01,0,0,1,1,1.0
Black,Scandinavian Defense Modern Icelandic Palme Gambit 4.dxe6 Bxe6 5.d4,B01,0,1,0,1,0.0
Black,Semi Slav Defense 5.cxd5 cxd5 6.Bg5,D43,0,2,2,4,0.5
Black,Semi Slav Defense 5.cxd5 cxd5 6.Bg5 Be7 7.e3,D43,0,0,1,1,1.0
Black,Semi Slav Defense Main Line,D45,0,1,0,1,0.0
Black,Sicilian Defense,B20,4,43,56,103,0.5436893203883495
Black,Sicilian Defense 2.Nf3,B27,0,1,4,5,0.8
Black,Sicilian Defense 2.Nf3 d6 3.d4,B50,0,0,1,1,1.0
Black,Sicilian Defense 2.d3 Nc6,B20,0,2,1,3,0.3333333333333333
Black,Sicilian Defense Bowdler Attack,B20,0,2,3,5,0.6
Black,Sicilian Defense Bowdler Attack 2,B20,8,138,124,270,0.45925925925925926
Black,Sicilian Defense Cowboy Attack,B20,0,0,1,1,1.0
Black,Sicilian Defense Cowboy Attack 2,B20,1,7,9,17,0.5294117647058824
Black,Sicilian Defense Deferred Smith Morra Gambit,B40,0,5,8,13,0.6153846153846154
Black,Sicilian Defense Deferred Smith Morra Gambit 4,B40,0,4,2,6,0.3333333333333333
Black,Sicilian Defense Four Knights Cobra Variation 7.Nd6,B45,0,0,1,1,1.0
Black,Sicilian Defense Four Knights Variation,B45,2,24,23,49,0.46938775510204084
Black,Sicilian Defense Four Knights Variation 6.Be2,B45,0,0,1,1,1.0
Black,Sicilian Defense Four Knights Variation 6.Be2 Bb4,B45,0,3,1,4,0.25
Black,Sicilian Defense Four Knights Variation 6.Be2 Bb4 7.Nxc6,B45,0,2,0,2,0.0
Black,Sicilian Defense Four Knights Variation 6.Be2 Bb4 7.O O,B45,0,1,0,1,0.0
Black,Sicilian Defense Four Knights Variation 6.Be3,B45,0,3,3,6,0.5
Black,Sicilian Defense Four Knights Variation 6.Be3 Bb4,B45,0,13,12,25,0.48
Black,Sicilian Defense Four Knights Variation 6.Be3 Bb4 7.Bd3,B45,0,10,2,12,0.16666666666666666
Black,Sicilian Defense Four Knights Variation 6.Be3 Bb4 7.Bd3 d5,B45,0,1,1,2,0.5
Black,Sicilian Defense Four Knights Variation 6.Be3 Bb4 7.Bd3 d5 8.exd5,B45,0,2,4,6,0.6666666666666666
Black,Sicilian Defense Four Knights Variation 6.Bg5,B45,0,14,11,25,0.44
Black,Sicilian Defense Four Knights Variation 6.Ndb5 Bb4,B45,0,3,2,5,0.4
Black,Sicilian Defense Four Knights Variation 6.Ndb5 Bb4 7.a3,B45,0,1,0,1,0.0
Black,Sicilian Defense Four Knights Variation 6.Nxc6,B45,0,2,0,2,0.0
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6,B45,0,16,13,29,0.4482758620689655
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.Bd3,B45,0,3,3,6,0.5
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.Bd3 d5,B45,0,2,4,6,0.6666666666666666
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.Bd3 d5 8.O O,B45,0,4,2,6,0.3333333333333333
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.e5,B45,0,0,2,2,1.0
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.e5 Nd5,B45,0,1,0,1,0.0
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.e5 Nd5 8.Ne4,B45,0,0,1,1,1.0
Black,Sicilian Defense Four Knights Variation 6.Nxc6 bxc6 7.e5 Nd5 8.Nxd5,B45,0,0,1,1,1.0
Black,Sicilian Defense Four Knights Variation 6.a3 d5,B45,0,1,2,3,0.6666666666666666
Black,Sicilian Defense French Deferred Wing Gambit,B40,0,0,1,1,1.0
Black,Sicilian Defense French Deferred Wing Gambit 3,B40,0,2,1,3,0.3333333333333333
Black,Sicilian Defense French Variation,B40,6,67,66,139,0.4748201438848921
Black,Sicilian Defense French Variation 3.Be2,B40,0,0,1,1,1.0
Black,Sicilian Defense French Variation 3.Be2 Nc6,B40,1,5,3,9,0.3333333333333333
Black,Sicilian Defense French Variation 3.Be2 Nc6 4.O O,B40,0,3,4,7,0.5714285714285714
Black,Sicilian Defense French Variation 3.Be2 Nc6 4.O O Nf6,B40,0,4,3,7,0.42857142857142855
Black,Sicilian Defense French Variation 3.Nc3,B40,1,0,0,1,0.0
Black,Sicilian Defense French Variation 3.Nc3 Nc6,B40,3,22,23,48,0.4791666666666667
Black,Sicilian Defense French Variation 3.Nc3 Nc6 4.Bb5 Nge7,B40,0,0,1,1,1.0
Black,Sicilian Defense French Variation 3.Nc3 Nc6 4.d4,B40,3,9,13,25,0.52
Black,Sicilian Defense French Variation 3.Nc3 Nc6 4.g3 Nf6,B40,0,1,0,1,0.0
Black,Sicilian Defense French Variation 3.Nc3 d5,B40,1,0,1,2,0.5
Black,Sicilian Defense French Variation 3.Nc3 d5 4.exd5 exd5,B40,0,4,2,6,0.3333333333333333
Black,Sicilian Defense French Variation 3.d3,B40,0,0,3,3,1.0
Black,Sicilian Defense French Variation 3.d3 Nc6,B40,3,17,37,57,0.6491228070175439
Black,Sicilian Defense French Variation 3.d3 Nc6 4.c3 d5,B40,0,1,3,4,0.75
Black,Sicilian Defense French Variation 3.d3 d5,B40,1,1,1,3,0.3333333333333333
Black,Sicilian Defense French Variation 3.d4,B40,3,44,43,90,0.4777777777777778
Black,Sicilian Defense French Variation 3.d4 cxd4,B40,5,20,29,54,0.5370370370370371
Black,Sicilian Defense French Variation 3.d4 cxd4 4.Nxd4,B40,0,3,0,3,0.0
Black,Sicilian Defense French Variation 3.g3 Nc6,B40,0,1,0,1,0.0
Black,Sicilian Defense French Variation 3.g3 Nc6 4.Bg2 Nf6,B40,0,0,1,1,1.0
Black,Sicilian Defense French Variation 3.g3 Nc6 4.Bg2 Nf6 5.Nc3,B40,1,1,0,2,0.0
Black,Sicilian Defense French Variation 3.g3 Nc6 4.Bg2 d5,B40,1,0,0,1,0.0
Black,Sicilian Defense French Variation 3.g3 d5 4.exd5 exd5 5.d4,B40,0,0,1,1,1.0
Black,Sicilian Defense Kan Maroczy Bind Formation,B41,0,0,1,1,1.0
Black,Sicilian Defense Kan Maroczy Bind Formation 5,B41,1,0,0,1,0.0
Black,Sicilian Defense Keres Variation 2,B20,0,2,2,4,0.5
Black,Sicilian Defense Kramnik Variation,B40,0,9,13,22,0.5909090909090909
Black,Sicilian Defense Kramnik Variation 3,B40,0,18,14,32,0.4375
Black,Sicilian Defense Lasker Dunne Attack 2,B20,0,6,1,7,0.14285714285714285
Black,Sicilian Defense Marshall Counterattack,B40,0,1,2,3,0.6666666666666666
Black,Sicilian Defense McDonnell Attack,B21,0,9,10,19,0.5263157894736842
Black,Sicilian Defense McDonnell Attack 2,B21,2,80,80,162,0.49382716049382713
Black,Sicilian Defense Mengarini Variation 2,B20,1,5,6,12,0.5
Black,Sicilian Defense Nimzowitsch Advance Variation,B29,1,0,1,2,0.5
Black,Sicilian Defense Nimzowitsch Closed 3,B29,0,8,7,15,0.4666666666666667
Black,Sicilian Defense Nimzowitsch Variation,B29,0,1,0,1,0.0
Black,Sicilian Defense Nimzowitsch Variation 3.d3,B29,1,1,0,2,0.0
Black,Sicilian Defense Normal Line,B40,1,38,69,108,0.6388888888888888
Black,Sicilian Defense Normal Line 5.Bd3,B40,0,13,3,16,0.1875
Black,Sicilian Defense Normal Line 5.Bd3 Nc6,B40,2,11,6,19,0.3157894736842105
Black,Sicilian Defense Normal Line 5.Bd3 Nc6 6.Be3,B40,0,1,0,1,0.0
Black,Sicilian Defense Normal Line 5.Bd3 Nc6 6.Be3 d5,B40,0,2,1,3,0.3333333333333333
Black,Sicilian Defense Normal Line 5.Bd3 Nc6 6.Be3 d5 7.exd5,B40,0,5,0,5,0.0
Black,Sicilian Defense Normal Line 5.Bd3 Nc6 6.Nxc6 bxc6,B40,0,5,1,6,0.16666666666666666
Black,Sicilian Defense Normal Line 5.Bd3 Nc6 6.Nxc6 bxc6 7.O O,B40,0,0,1,1,1.0
Black,Sicilian Defense Normal Line 5.Nc3,B40,0,3,0,3,0.0
Black,Sicilian Defense Nyezhmetdinov Rossolimo Attack,B30,0,2,1,3,0.3333333333333333
Black,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3,B30,5,43,40,88,0.45454545454545453
Black,Sicilian Defense Old Sicilian Variation,B30,0,0,1,1,1.0
Black,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,B30,2,60,63,125,0.504
Black,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,B30,3,33,59,95,0.6210526315789474
Black,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3 a6 5.a4,B30,0,0,1,1,1.0
Black,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,B30,1,33,36,70,0.5142857142857142
Black,Sicilian Defense Open,B30,0,5,1,6,0.16666666666666666
Black,Sicilian Defense Open 3,B30,0,0,1,1,1.0
Black,Sicilian Defense Open Lowenthal Variation 5.Nb3,B32,0,0,1,1,1.0
Black,Sicilian Defense Paulsen Basman Defense,B40,0,1,0,1,0.0
Black,Sicilian Defense Pin Variation,B40,6,105,144,255,0.5647058823529412
Black,Sicilian Defense Pin Variation 6.Bd3,B40,0,6,4,10,0.4
Black,Sicilian Defense Pin Variation 6.Bd3 Nc6,B40,6,57,63,126,0.5
Black,Sicilian Defense Pin Variation Koch Variation,B40,0,12,16,28,0.5714285714285714
Black,Sicilian Defense Slow Variation,B20,0,0,4,4,1.0
Black,Sicilian Defense Smith Morra Accepted Paulsen Formation 7.O O,B21,0,0,1,1,1.0
Black,Sicilian Defense Smith Morra Accepted Pin Defense,B21,1,3,1,5,0.2
Black,Sicilian Defense Smith Morra Accepted Scheveningen Formation 7.O O Nf6,B21,0,1,1,2,0.5
Black,Sicilian Defense Smith Morra Accepted Scheveningen Formation 7.O O Nf6 8.Qe2,B21,0,0,1,1,1.0
Black,Sicilian Defense Smith Morra Accepted Scheveningen Formation 7.O O Nf6 8.Qe2 Be7 9.Rd1,B21,0,1,1,2,0.5
Black,Sicilian Defense Smith Morra Gambit,B21,0,2,2,4,0.5
Black,Sicilian Defense Smith Morra Gambit 2,B21,4,19,39,62,0.6290322580645161
Black,Sicilian Defense Smith Morra Gambit Accepted,B21,0,1,1,2,0.5
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6,B21,0,0,1,1,1.0
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6 5.Bc4,B21,0,0,1,1,1.0
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6 5.Nf3 e6,B21,0,2,7,9,0.7777777777777778
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4,B21,1,15,14,30,0.4666666666666667
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 e6 5.Bc4,B21,0,1,2,3,0.6666666666666666
Black,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 e6 5.Nf3,B21,0,0,1,1,1.0
Black,Sicilian Defense Staunton Cochrane Variation,B20,0,10,6,16,0.375
Black,Sicilian Defense Staunton Cochrane Variation 2,B20,0,10,12,22,0.5454545454545454
Black,Sicilian Defense Taimanov Variation,B44,0,1,2,3,0.6666666666666666
Black,Sicilian Defense Taimanov Variation 5.Be2 Nf6,B44,0,1,1,2,0.5
Black,Sicilian Defense Taimanov Variation 5.Nc3,B45,1,7,2,10,0.2
Black,Sicilian Defense Taimanov Variation 5.Nc3 Bb4,B45,0,11,11,22,0.5
Black,Sicilian Defense Taimanov Variation 5.Nxc6 bxc6,B44,0,3,3,6,0.5
Black,Sicilian Defense Taimanov Variation 5.Nxc6 bxc6 6.c4 Nf6,B44,0,1,0,1,0.0
Black,Sicilian Defense Taimanov Variation 5.Nxc6 bxc6 6.c4 Nf6 7.Bd3,B44,0,2,2,4,0.5
Black,Sicilian Defense Taimanov Variation 5.c4,B44,0,1,2,3,0.6666666666666666
Black,Sicilian Defense Westerinen Attack 3,B40,0,9,6,15,0.4
Black,Sicilian Defense Wing Gambit,B20,0,16,5,21,0.23809523809523808
Black,Sicilian Defense Wing Gambit 2,B20,0,1,1,2,0.5
Black,Sicilian Defense Wing Marshall Variation,B20,0,1,0,1,0.0
Black,Sicilian Defense Wing Marshall Variation 3,B20,0,7,7,14,0.5
Black,Slav Defense,D10,0,0,1,1,1.0
Black,Slav Defense Exchange Symmetrical Line 7.e3 a6,D14,0,1,0,1,0.0
Black,Slav Defense Exchange Symmetrical Line 7.e3 e6 8.Bb5,D14,0,2,0,2,0.0
Black,Slav Defense Exchange Variation,D10,0,10,1,11,0.09090909090909091
Black,Slav Defense Exchange Variation 3,D10,0,12,9,21,0.42857142857142855
Black,Slav Defense Modern Exchange Variation,D13,0,5,2,7,0.2857142857142857
Black,Slav Defense Modern Exchange Variation 4,D13,0,5,2,7,0.2857142857142857
Black,Slav Defense Modern Quiet Pin Defense 5.cxd5 cxd5,D11,0,1,0,1,0.0
Black,Slav Defense Modern Three Knights Variation,D15,0,1,0,1,0.0
Black,Slav Defense Modern Three Knights Variation 4,D15,0,1,0,1,0.0
Black,Tarrasch Defense,D32,0,1,1,2,0.5
Black,Tarrasch Defense 4.Nf3 cxd4,D32,0,1,0,1,0.0
Black,Tarrasch Defense 4.cxd5 exd5,D32,0,0,1,1,1.0
Black,Tarrasch Defense 4.e3 Nc6,D32,0,0,1,1,1.0
Black,Tarrasch Defense 4.e3 Nf6,D32,1,1,1,3,0.3333333333333333
Black,Tarrasch Defense Schara Gambit,D32,0,0,6,6,1.0
Black,Tarrasch Defense Symmetrical Variation,D32,0,2,0,2,0.0
Black,Tarrasch Defense Symmetrical Variation 6.a3 cxd4 7.exd4,D40,0,1,0,1,0.0
Black,Tarrasch Defense Symmetrical Variation 6.a3 cxd4 7.exd4 Be7 8.c5,D40,0,1,1,2,0.5
Black,Tarrasch Defense Symmetrical Variation 6.cxd5,D32,0,2,0,2,0.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Carlsbad Variation 9,D34,0,0,1,1,1.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Main Line,D34,0,0,1,1,1.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Main Line 8.O O,D34,1,0,0,1,0.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Variation 7.Bg2,D33,0,1,0,1,0.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Variation 7.Bg2 cxd4 8.Nxd4,D33,0,2,0,2,0.0
Black,Tarrasch Defense Two Knights Rubinstein Prague Variation 7.Bg2 cxd4 8.Nxd4 Bc5,D33,0,3,3,6,0.5
Black,Tarrasch Defense Two Knights Variation,D32,0,4,5,9,0.5555555555555556
Black,Three Knights Opening 3,C46,0,0,2,2,1.0
Black,Torre Attack,A46,0,1,0,1,0.0
Black,Torre Attack 3,A46,0,1,0,1,0.0
Black,Trompowsky Attack,A45,0,0,1,1,1.0
Black,Trompowsky Attack 2,A45,0,1,0,1,0.0
Black,Trompowsky Attack Classical Big Center Variation 3,A45,0,1,0,1,0.0
Black,Undefined,A00,2,11,14,27,0.5185185185185185
Black,Van Geet Opening,A00,0,1,0,1,0.0
Black,Van Geet Opening 1,A00,0,9,4,13,0.3076923076923077
Black,Van Geet Opening Sicilian Two Knights Variation 4,A00,0,1,0,1,0.0
Black,Van t Kruijs Opening,A00,0,4,2,6,0.3333333333333333
Black,Van t Kruijs Opening 1,A00,0,55,57,112,0.5089285714285714
